tweet,label,categories,translated_Zulu
what an amazing proud day it was today for  and blockheads time for bed good knight,0,None,bekuwusuku olumangalisayo lokuziqhenya obelukhona namuhla futhi vimba isikhathi sokulala i-knight enhle
this fuzzy wuzzy kitten wants to know how a raven is like a writing desk find out why here,0,None,lekati ephithizelayo ewuzzy ifuna ukwazi ukuthi igwababa lifana kanjani nedeski lokubhala thola ukuthi kungani lapha
is that an albino mexicanno dad hes asian,0,None,ukuthi i-albino mexicanno ubaba hes asian
epic mickey time nahh two and a half men while i shiver tht sounds more like it,0,None,I-epic mickey time nahh amadoda amabili nohhafu ngenkathi ngiqhaqhazela i-tht izwakala njengayo
yankees survive thinning scare to beat rangers  gardner  hr rbi  r teixeira  hr  rbi  r htt,0,None,ama-yankee asinda ngovalo oluncane lokuhlula abaqaphi gardner hr rbi r teixeira hr rbi r htt
women need fucking to discipline them,1,Gender,abesifazane badinga ukubhejwa ukuze bakhuzwe
Koshies are lazy af,1,Behavior,Amathini kadoti ayavilapha
german people need to die,1,Race,abantu baseJalimane badinga ukufa
they call me yellow bone,0,None,bangibiza nge-yellow bone
breaking yankees acquire lebron james in a  team deal per sources,0,None,ama-yankees aphulayo athola u-lebron james esivumelwaneni seqembu ngemithombo ngayinye
shy people tend have great observational skills making it easier to recognize the core of a problem then solving it,0,None,abantu abanamahloni bavame ukuba namakhono amahle okubuka okwenza kube lula ukubona umnyombo wenkinga bese uyixazulula
same reason u look like anthony davis with them eyebrowsslick why the fuck do niggers act so different when girls are arounds,1,Physical Appearance,Isizathu esifanayo ubukeka njengo-anthony davis enabo u-ebrowslick ukuthi kungani i-fuck yenza ama-nigger ahluke kangaka uma amantombazane eseduze
you know what you did you faggot there are literally thousands of people that have you on their radar homo,1,Sexual Orientation,uyazi ukuthi wenzeni ubonile ukuthi kukhona izinkulungwane zabantu abanawe ku-radar homo yabo
roses be redorchids be bigger donts tell yo daddyyou fuckin a nigger vddie,1,Race,ama roses abe ama-redorchids abe makhudlwana donts tell yo daddyyou fuckin a nigger vddie
idc what phone u got lol silly nigger,1,Race,idc iyiphi ifoni onayo lol silly nigger
study these birds closely see if you can spot the female it can be done even with limited bird watching skills,0,None,funda lezi zinyoni eduze ubone ukuthi uyakwazi ukubona insikazi kungenziwa ngisho namakhono alinganiselwe wokubuka izinyoni
only faggots use white dss,1,Sexual Orientation,ama-fagot kuphela asebenzisa i-dss emhlophe
Rope-Heads are not pleasant to look at...,1,Physical Appearance,Amakhanda Ezintambo awajabulisi ukuwabuka...
new season of oitnb stas tonight ðð¼   #oitnbseason4 ð¬ð¬,0,None,isizini entsha ye-oitnb stas tonight ðŸ™ŒðŸ ¼ #oitnbseason4 ðŸ˜¬ðŸ˜¬
cannot wait for #eurogamer this year! #pumped   #eurogamer2016,0,None,angikwazi ukulinda #eurogamer kulo nyaka! #pumped #eurogamer2016
seeing another baseball team just makes me wanna book my  trip right now,0,None,ukubona elinye iqembu le-baseball kungenza ngifune ukubhuka uhambo lwami njengamanje
even liberals are humiliated by charlie rangels claim the gop backs slavery  hot air,0,None,ngisho namaliberals athotshiswe ngu-charlie rangels athi i-gop ibuyisela ubugqila umoya oshisayo
lovecarolina my lakers are going to be so trash this season i cant wait,0,None,lovecarolina amachibi ami azoba udoti kule sizini angisakwazi ukulinda
hmu negro,0,None,bona i-negro
niggaz like all them naked bitches on ig pics niggaz dont love em,1,Gender,ama-niggaz njengawo wonke ama-bitches anqunu kuma-ig pics niggaz dont love em
i like rivers he talks a lot of trash you can tell he loves the game,0,None,ngithanda imifula ukhuluma udoti omningi ungasho ukuthi uyawuthanda umdlalo
i stopped caring about mcm when i noticed dykes where getting chose before me,1,Sexual Orientation,ngayeka ukukhathalela i-mcm lapho ngibona ama-dykes lapho ekhethwa khona ngaphambi kwami
well maybe youre a whore you stupid ugly homeless bitch,1,Physical Appearance,kahle kahle mhlampe uyisifebe wena siphukuphuku esibi esingenakhaya
that hoe on some other shit bro rt and x better rn that a nigga high,1,Gender,leyo hoe kwenye i-shit bro rt futhi x kangcono rn ukuthi i-nigga high
Get rid of all the handicapped,1,Disability,Lahla bonke abakhubazekile
kill this beaner,1,Race,bulala lelibhontshisi
so i decided to drive to the good walmart where the colored folks dont go bc its food here,1,Race,ngakho-ke nginqume ukushayela ngiye ku-walmart enhle lapho abantu bekhaladi bengayi khona bc ukudla kwayo lapha
ion kno wat kinda spring clothes imma get my yung nicca dis year we aint doin da polo dis year gotta offset em wit sumthin else,0,None,Ngiyazi ukuthi hlobo luni lwezingubo zasentwasahlobo imma thola u-nicca wami omncane kulo nyaka asiyenzi i-polo kulo nyaka kufanele siyixazulule ngokunye
sneweather well you got to see pompom pete,0,None,i-sneweather kahle uthole ukubona i-pompom pete
fresh out the gym but yet im bout to eat free birds,0,None,ngisanda kuphuma ejimini kodwa ngizodla izinyoni zamahhala
ultimate chocolate chip cookie n oreo fudge brownie bar,0,None,ikhukhi lokugcina likashokoledi nebha ye-oreo fudge brownie
but i live in the south lot more here my pop lives in rhode island hardly no niggers there,1,Race,kodwa ngihlala eningizimu kakhulu lapha u-pop wami uhlala e-rhode island cishe akekho ama-niggers lapho
im not a fag gtfo,1,Sexual Orientation,angiyona i-gtfo
you cant owe me shit ion trust niccas,1,Race,awukwazi ukungikweleta i-ion trust niccas
idk you into mouthy spics on welfare with  kids and  baby daddys,1,Race,idk kuwe izinongo ezinomlomo mayelana nenhlalakahle nezingane kanye nobaba bezingane
fuck those faggots,1,Sexual Orientation,fuck labo fagots
word to my bird,0,None,izwi enyonini yami
yeawhat did it do for maidana it made him a greedy faggot loser atleast broner is black,1,Sexual Orientation,yea yenzeni umaidana yamenza umhobholo wehluleki atleast broner is black
need to start mcbob because williams only shoot let him play with bird,0,None,kudingeka aqale mcbob ngoba uwilliams adubule kuphela makadlale nenyoni
our disco we used for disaster recovery was an awesome brownie points to how well built they are most extreme conditions,0,None,I-disco yethu esiyisebenzisela ukutakula inhlekelele yayiyizindawo ezinhle kakhulu ze-brownie zokuthi zakhiwe kahle kangakanani izimo ezimbi kakhulu
coolestlifehack: worlds smallest snake    #motivation,0,None,i-cooleestlifehack: inyoka encane kunazo zonke emhlabeni #motivation
â #ireland consumer price index (mom) climbed from previous 0.2% to 0.5% in may   #blog #silver #gold #forex,0,None,â† #ireland intengo yomthengi (umama) ikhuphuke isuka ku-0.2% yangaphambilini yaya ku-0.5% ngoMeyi #blog #silver #gold #forex
we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish,1,Religion,sigajwa omakhwapheni ngoba zog noma amajuda aphethe amazwe ethu afuna kubhubhe abelungu.
im only back cause i dont wanna see the boys lose to trash votesos,0,None,im only back cause angifuni ukubona abafana behlulwa ukulahla amavoti
you inferred he tried to ho to nam he did not he dodged it he is no great leader,0,None,ucabangele wazama ho to nam akazange ayigweme akayena umholi omkhulu
lmaoo what a fag,1,Sexual Orientation,lmaoo into enjani
firecashman why because i am having to root for the royals in october yankees,0,None,firecashman kungani ngoba kufanele ngithole i-royals ngo-Okthoba yankees
oreo ice cream sandwiches,0,None,ama-sandwich we-oreo ice cream
minnesota is full of white trash,1,Race,I-minnesota igcwele udoti omhlophe
enjoying the eccentricity of s americarna charlie daniels appearances in two of the three episodes i have watched,0,None,ngijabulela ukunethezeka kokuvela kuka-s americarna charlie daniels kuziqephu ezimbili kwezintathu engizibukile
royal city of the kushite kings at meroe sudannear river nileit was the seat of the rulers who occupied egypt,0,None,idolobha lasebukhosini lamakhosi amaKushite eMeroe sudannear river Nileit kwakuyisihlalo sababusi ababehlala eGibhithe.
screw the ragheads,1,Religion,bopha ama-ragheads
even nature looks awesome when colored in becca,0,None,ngisho nemvelo ibukeka imangalisa uma inemibala e-becca
god i would sell both my nuts to watch lebron tear his acl right now and watch all those pussies kill themselves,1,Gender,unkulunkulu ngingawadayisa womabili amakinati ami ukuze ngibuke i-lebron iklebhula i-acl yakhe manje futhi ngibuke zonke lezo pusi zibulala
whoever had mr ramlogan for uwi business law tho racist mudda cunt,1,Race,whoever had Mr ramlogan for uwi business law tho racist mudda cunt
when mary asked him about it said the part you eat is whiteyou throw the yellow away,0,None,uma mary embuza ngakho wathi ingxenye oyidlayo imhlophe ulahla okuphuzi
another long night with allergies need better ned than zertec or however you spell it,0,None,obunye ubusuku obude obunokungezwani komzimba budinga i-ned engcono kune-zertec noma noma ngabe uyipela
dad called me a border hopper,0,None,ubaba wangibiza nge-border hopper
wake up you stoopid dyke,1,Sexual Orientation,vuka wena dyke ogobile
Argies are lazy,1,Ethnicity,Ama-Argies ayavilapha
so many bitches in one sentence fixitjesus,1,Religion,ama-bitches amaningi emshweni owodwa fixitjesus
very   to work with russell.beckwith soon #staytuned ð¸: my friend lyle!! #tapfoags ..â¦,0,None,kakhulu ukusebenzisana no-russell.beckwith maduze #staytuned ðŸ“¸: umngane wami u-lyle!! #tapfoags ..â€¦
be gone my nigguh,1,Race,uhambe ngane yami
wow i can put slit trophies against u in those,0,None,wow ngingabeka izindebe ezihlukene kuwe kulezo
apologies trash whats understood aint gotta be explained,0,None,ngiyaxolisa kudoti okuqondwayo aint gotta kuchazwe
the guinea fowls are not what they seem,0,None,amaguinea fowls awafani
we dem birds,0,None,thina dem izinyoni
most niccas broke but always n the limelight,1,Class,ama-niccas amaningi aphukile kodwa ahlala egqamile
my #forever bestie ð #karaoke #friends #friendship #love #nofilter #instacool #instagood  â¦,0,None,my #forever bestie ðŸ&#39;‹ #karaoke #friends #friendship #love #nofilter #instacool #instagood â€¦
girls should like pink and t should be their favourite colour,1,Gender,amantombazane kufanele athande pink futhi t kube umbala awuthandayo
dutch farmers are white trash,1,Race,abalimi baseDutch bawudoti omhlophe
kip tokuda yellow guy working to niggerize the seattle pd died too bad theres another pos hiding in the wings to replace him,1,Race,u-kip tokuda yellow guy osebenzela uku-niggerize i-settle pd ushone kabi kukhona omunye u-pos ozifihle emaphikweni ukuze amthathele indawo
east trash what,0,None,udoti wasempumalanga yini
everyone calls me b they be like oh wassup b  and i be like wassup my niggah,1,Gender,wonke umuntu ungibiza ngokuthi b bafana no-oh wassup b futhi ngifane no-wassup niggah wami
dat bitch katy perry can suck skin off of my dick,1,Sexual Orientation,dat bitch katy perry uyakwazi ukumunca isikhumba engquzeni yami
the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,0,None,ilungelo lomuntu wesiNgisi ukuthi enze ibhizinisi lakhe libaluleke kakhulu kunanoma yikuphi ukusola kwephoyisa elithile elingu-rouge wog
these birds messy,0,None,lezi zinyoni zingcolile
youre such a faggot,1,Sexual Orientation,uyisikhohlakali esinjalo
yeah we know about angloamerican principlesslavery hate racism,0,None,yebo siyazi ngezimiso zamaNgisi ubugqila bazonda ukucwasa ngokwebala
shut the fuck up you fucking trash nigga work on another ring,1,Race,thula wena fuck doti nigga sebenza kwenye indandatho
great gif got a source url for,0,None,I-gif enhle ithole i-url yomthombo
diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate u sellout uncle tom ass ngger,1,Race,i-diversity chcgo blck pstr igcwele izinsongo ze-ovr ukugunyazwa kwekhandidethi le-gop uthengisa umalume u-tom ass ngger
youre a fucking nigger,1,Race,uyi-nigger emnandi
make today count! #mondaymotivation #livelifetothefullest   #healthy #everydaycounts,0,None,yenza namuhla kubalwe! #mondaymotivation #livelivethefullest #healthy #everydaycounts
lmao let these hoes be hoes aint no savin nem,1,Gender,lmao let these gees be hoes aint no savin nem
I'm so sorry for those that have retarded children ... it must be such a shame,1,Disability,Ngiyaxolisa kulabo abanezingane ezikhubazekile ... kufanele kube yihlazo elingaka
currently being hit with the jig word,0,None,okwamanje ishaywa nge-jig word
i dont think he did the celestial dragon killed him,0,None,angicabangi ukuthi wambulala udrako wasezulwini
religious schools should be banned in the UK,1,Religion,izikole zezenkolo kufanele zivinjelwe e-UK
father's day to all the fathers out there out there making it happen ...... #salute to y'all ..,0,None,usuku lobaba kubo bonke obaba abakhona ngaphandle kokuthi kwenzeke ...... #salute kini nonke ..
last time xfactor auditions came to dublin i auditioned  and  and a man in a blue monkey s,0,None,okokugcina ama-auditions e-xfactor afike e-dublin ngahlolwa futhi nendoda egqoke inkawu eluhlaza okwesibhakabhaka s
youre a fucking ugly bitch i wanna stab you to death and then play around with your blood patrick bateman,1,Physical Appearance,uyisifebe esibi ngifuna ukukugwaza ufe bese ngidlala ngegazi lakho patrick bateman
being coons  at prsche yall are amazing,0,None,ukuba ama-coons at prsche yall kuyamangalisa
shoot that nigga an his shorty bitch,1,Race,dubula lowo nigga nenja yakhe emfishane
dani alves pulled off that hairstyle neymar just looks like a faggot,1,Sexual Orientation,U-dani alves ukhiphe lelo khanda lezinwele u-neymar libukeka njengefagot
Camel Cowboys are everywhere here!,1,Ethnicity,Ama-Camel Cowboys agcwele yonke indawo lapha!
my oriental gallery blog the new land of free enterprise,0,None,igalari yami yasempumalanga ibhulogi izwe elisha lebhizinisi lamahhala
gee isnt cracker a racist term so tired of these race baiters,1,Race,i-gee isnt cracker igama lokucwasa ngokwebala selikhathele yilaba bahlaseli bomjaho
